,timestampa,sid,msg,clasificacion,prioridad,protocolo,origen,destino,puerto,id,ip,localizacion,nombre_responsable,analisis_id,id,puertosabiertos,numberports,servicios,servicios_inseguros,vulnerabilidades
152844,2022-08-29 12:47:25,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
152845,2022-08-29 12:52:26,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
152847,2022-08-29 13:19:42,2025883.0,ET EXPLOIT MVPower DVR Shell UCE ,Attempted Administrator Privilege Gain,1,TCP,20.96.41.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
152848,2022-08-29 13:19:42,2029022.0,ET SCAN Mirai Variant User-Agent (Inbound) ,Attempted Administrator Privilege Gain,1,TCP,20.96.41.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
152849,2022-08-29 13:19:42,2030093.0,ET SCAN JAWS Webserver Unauthenticated Shell Command Execution ,Web Application Attack,1,TCP,20.96.41.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
152850,2022-08-29 13:27:11,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
152854,2022-08-29 13:43:11,2012887.0,ET POLICY HTTP POST contains pass= in cleartext ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
152855,2022-08-29 13:43:55,2010698.0,ET WEB_SERVER Possible D-Link Router HNAP Protocol Security Bypass Attempt ,Web Application Attack,1,TCP,195.178.120.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
152856,2022-08-29 13:43:55,2019308.0,ET WEB_SERVER CURL Command Specifying Output in HTTP Headers ,Attempted Administrator Privilege Gain,1,TCP,195.178.120.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
152857,2022-08-29 13:43:55,2019309.0,ET WEB_SERVER WGET Command Specifying Output in HTTP Headers ,Attempted Administrator Privilege Gain,1,TCP,195.178.120.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
152858,2022-08-29 13:43:55,2020899.0,ET EXPLOIT D-Link Devices Home Network Administration Protocol Command Execution ,Attempted Administrator Privilege Gain,1,TCP,195.178.120.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
152859,2022-08-29 13:49:56,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
152860,2022-08-29 13:54:58,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
153436,2022-08-29 14:01:46,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
153441,2022-08-29 14:06:46,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
154132,2022-08-29 14:11:46,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
155144,2022-08-29 14:18:53,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
155155,2022-08-29 14:23:53,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
156180,2022-08-29 14:29:42,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
156693,2022-08-29 14:34:42,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
157720,2022-08-29 14:44:18,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
158233,2022-08-29 14:50:51,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
159745,2022-08-29 14:56:16,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
159755,2022-08-29 15:01:16,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
160719,2022-08-29 15:06:16,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
162277,2022-08-29 15:11:28,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
162290,2022-08-29 15:17:53,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
163674,2022-08-29 15:23:44,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
163675,2022-08-29 15:30:28,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
164732,2022-08-29 15:39:58,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
165759,2022-08-29 15:50:40,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
166273,2022-08-29 15:55:40,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
166331,2022-08-29 15:56:32,2010698.0,ET WEB_SERVER Possible D-Link Router HNAP Protocol Security Bypass Attempt ,Web Application Attack,1,TCP,195.178.120.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
166332,2022-08-29 15:56:32,2019308.0,ET WEB_SERVER CURL Command Specifying Output in HTTP Headers ,Attempted Administrator Privilege Gain,1,TCP,195.178.120.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
166333,2022-08-29 15:56:32,2019309.0,ET WEB_SERVER WGET Command Specifying Output in HTTP Headers ,Attempted Administrator Privilege Gain,1,TCP,195.178.120.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
166334,2022-08-29 15:56:32,2020899.0,ET EXPLOIT D-Link Devices Home Network Administration Protocol Command Execution ,Attempted Administrator Privilege Gain,1,TCP,195.178.120.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
166847,2022-08-29 16:00:40,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
167875,2022-08-29 16:05:41,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
168849,2022-08-29 16:10:41,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
169198,2022-08-29 16:15:41,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
169761,2022-08-29 16:20:41,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
170200,2022-08-29 16:25:41,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
170713,2022-08-29 16:27:18,2025883.0,ET EXPLOIT MVPower DVR Shell UCE ,Attempted Administrator Privilege Gain,1,TCP,156.214.148.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
170714,2022-08-29 16:27:18,2029022.0,ET SCAN Mirai Variant User-Agent (Inbound) ,Attempted Administrator Privilege Gain,1,TCP,156.214.148.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
170715,2022-08-29 16:27:18,2030093.0,ET SCAN JAWS Webserver Unauthenticated Shell Command Execution ,Web Application Attack,1,TCP,156.214.148.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
171740,2022-08-29 16:34:00,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
173091,2022-08-29 16:39:00,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174019,2022-08-29 16:44:00,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174175,2022-08-29 16:49:07,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174176,2022-08-29 16:50:09,2025883.0,ET EXPLOIT MVPower DVR Shell UCE ,Attempted Administrator Privilege Gain,1,TCP,52.177.111.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174177,2022-08-29 16:50:09,2029022.0,ET SCAN Mirai Variant User-Agent (Inbound) ,Attempted Administrator Privilege Gain,1,TCP,52.177.111.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174178,2022-08-29 16:50:09,2030093.0,ET SCAN JAWS Webserver Unauthenticated Shell Command Execution ,Web Application Attack,1,TCP,52.177.111.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174179,2022-08-29 16:54:27,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174180,2022-08-29 16:59:40,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174181,2022-08-29 17:06:32,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174182,2022-08-29 17:11:32,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174184,2022-08-29 17:29:25,2010698.0,ET WEB_SERVER Possible D-Link Router HNAP Protocol Security Bypass Attempt ,Web Application Attack,1,TCP,195.178.120.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174185,2022-08-29 17:29:25,2019308.0,ET WEB_SERVER CURL Command Specifying Output in HTTP Headers ,Attempted Administrator Privilege Gain,1,TCP,195.178.120.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174186,2022-08-29 17:29:25,2019309.0,ET WEB_SERVER WGET Command Specifying Output in HTTP Headers ,Attempted Administrator Privilege Gain,1,TCP,195.178.120.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174187,2022-08-29 17:29:25,2020899.0,ET EXPLOIT D-Link Devices Home Network Administration Protocol Command Execution ,Attempted Administrator Privilege Gain,1,TCP,195.178.120.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174192,2022-08-29 17:42:39,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174241,2022-08-29 19:30:20,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174258,2022-08-29 21:26:45,2010698.0,ET WEB_SERVER Possible D-Link Router HNAP Protocol Security Bypass Attempt ,Web Application Attack,1,TCP,195.178.120.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174259,2022-08-29 21:26:45,2019308.0,ET WEB_SERVER CURL Command Specifying Output in HTTP Headers ,Attempted Administrator Privilege Gain,1,TCP,195.178.120.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174260,2022-08-29 21:26:45,2019309.0,ET WEB_SERVER WGET Command Specifying Output in HTTP Headers ,Attempted Administrator Privilege Gain,1,TCP,195.178.120.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174261,2022-08-29 21:26:45,2020899.0,ET EXPLOIT D-Link Devices Home Network Administration Protocol Command Execution ,Attempted Administrator Privilege Gain,1,TCP,195.178.120.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174264,2022-08-29 22:17:18,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174265,2022-08-29 22:33:26,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174269,2022-08-29 22:45:00,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174270,2022-08-29 22:50:38,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174274,2022-08-29 23:05:04,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174278,2022-08-29 23:14:07,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174279,2022-08-29 23:24:55,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174447,2022-08-30 07:30:07,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174448,2022-08-30 07:37:07,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174452,2022-08-30 07:44:01,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174456,2022-08-30 08:03:45,2012887.0,ET POLICY HTTP POST contains pass= in cleartext ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174457,2022-08-30 08:04:02,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174458,2022-08-30 08:10:06,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174459,2022-08-30 08:17:04,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174460,2022-08-30 08:32:36,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174461,2022-08-30 08:43:27,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174463,2022-08-30 08:50:47,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174465,2022-08-30 08:57:52,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174466,2022-08-30 09:02:56,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174467,2022-08-30 09:11:56,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174471,2022-08-30 09:17:27,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174473,2022-08-30 09:26:22,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174477,2022-08-30 09:31:22,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174478,2022-08-30 09:36:41,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
174482,2022-08-30 09:43:04,2006380.0,ET POLICY Outgoing Basic Auth Base64 HTTP Password detected unencrypted ,Potential Corporate Privacy Violation,1,TCP,172.18.0.0,172.18.0.0,80,web,172.18.0.0,None,admin,1,1,"80/TCP, 443/TCP, 3306/TCP, 40000/UDP",4,3,0,15
